listing_id,farmer_id,crop,variety,quantity_tonnes,price_per_quintal,description,harvest_date,listed_at,cluster,district,taluka,village
L0139,F0097,Sugarcane,CoVSI 09292,46.93,503.49,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2026-01-18,2026-05-30,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Shevgaon,Adhodi
L0140,F0097,Sugarcane,Phule 265,79.83,384.67,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-01-18,2026-06-12,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Shevgaon,Adhodi
L0141,F0097,Sugarcane,Co 94012,35.59,453.37,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-12-11,2026-06-15,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Shevgaon,Adhodi
L0142,F0097,Jowar,Phule Vasudha,19.89,3490.48,"Well-graded Jowar, stored in dry conditions, ready for immediate sale.",2025-10-26,2026-06-26,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Shevgaon,Adhodi
L0143,F0097,Sugarcane,CoVSI 09292,120.67,330.92,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-11-18,2026-07-06,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Shevgaon,Adhodi
L0144,F0098,Jowar,CSH-16,3.29,4044.62,"Quality Jowar lot from this season, well-dried and properly sorted.",2025-10-25,2026-06-11,Western Maharashtra (Desh),Pune,Haveli,Alandi Mhatobachi
L0145,F0099,Cotton,Suraj Bt,10.97,9140.19,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-29,2026-05-06,Vidarbha,Akola,Balapur,Paras
L0146,F0099,Cotton,Suraj Bt,10.1,8911.84,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-08,2026-07-20,Vidarbha,Akola,Balapur,Paras
L0147,F0099,Jowar,Phule Vasudha,7.91,5994.8,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-11-01,2026-07-30,Vidarbha,Akola,Balapur,Paras
L0148,F0099,Cotton,Bt Cotton (Bollgard II hybrid),4.45,8300.64,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-28,2026-06-03,Vidarbha,Akola,Balapur,Paras
L0149,F0100,Banana,Rajapuri,2.09,4819.15,"Banana harvest, medium-to-large grade, minimal moisture, farm-fresh.",2026-03-27,2026-06-02,Khandesh,Jalgaon,Amalner,Ambare
L0150,F0100,Banana,Grand Naine,1.24,1547.82,"Banana harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-06-19,2026-05-03,Khandesh,Jalgaon,Amalner,Ambare
L0151,F0101,Tur,ICPL-87,15.12,7354.5,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-31,2026-06-06,Vidarbha,Gadchiroli,Gadchiroli,Kotgal
L0152,F0102,Cotton,Bt Cotton (Bollgard II hybrid),17.86,8456.58,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-06,2026-06-25,Vidarbha,Yavatmal,Yavatmal,Moha
L0153,F0102,Cotton,RCH-2 Bt,14.39,9410.6,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-09,2026-04-26,Vidarbha,Yavatmal,Yavatmal,Moha
L0154,F0103,Soybean,JS 9560,11.14,5153.45,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2024-10-25,2026-08-17,Khandesh,Nashik,Igatpuri,Girnare
L0155,F0103,Soybean,JS 20-29,14.52,6850.65,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2025-11-16,2026-07-17,Khandesh,Nashik,Igatpuri,Girnare
L0156,F0104,Sugarcane,CoVSI 09292,111.84,573.25,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-02-01,2026-06-28,Khandesh,Nandurbar,Talode,Borad
L0157,F0105,Sugarcane,Co 94012,140.73,451.16,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-11-12,2026-06-17,Western Maharashtra (Desh),Solapur,Solapur North,Akolekati
L0158,F0106,Soybean,JS 9560,6.5,6998.35,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-12-28,2026-06-18,Vidarbha,Yavatmal,Babhulgaon,Asegaondevi
L0159,F0107,Groundnut,Phule Unnati,10.41,7331.17,"Well-graded Groundnut, stored in dry conditions, ready for immediate sale.",2024-10-22,2026-06-19,Khandesh,Nashik,Deola,Matane
L0160,F0108,Wheat,Tapovan (NIAW-917),11.69,2590.25,"Quality Wheat lot from this season, well-dried and properly sorted.",2026-02-27,2026-07-10,Western Maharashtra (Desh),Sangli,Kavathemahankal,Deshing
L0161,F0109,Soybean,JS 335,4.04,5300.96,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2024-12-05,2026-06-30,Vidarbha,Buldhana,Chikhli,Undri
L0162,F0110,Wheat,NIAW-34,14.46,2752.15,"Freshly harvested Wheat, good grade, cleaned and ready for pickup.",2025-03-01,2026-06-01,Vidarbha,Amravati,Anjangaon-Surji,Kapustalni
L0163,F0110,Soybean,JS 20-29,5.53,4889.91,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-11-05,2026-04-18,Vidarbha,Amravati,Anjangaon-Surji,Kapustalni
L0164,F0110,Soybean,MAUS 71,17.59,4918.5,"Healthy Soybean yield this season, sorted and free of visible damage.",2024-10-27,2026-04-21,Vidarbha,Amravati,Anjangaon-Surji,Kapustalni
L0165,F0111,Jowar,Phule Vasudha,2.58,5139.66,"Well-graded Jowar, stored in dry conditions, ready for immediate sale.",2025-10-18,2026-07-07,Vidarbha,Wardha,Hinganghat,Allipur
L0166,F0111,Jowar,Phule Yashoda,6.6,6146.94,"Quality Jowar lot from this season, well-dried and properly sorted.",2024-11-15,2026-07-22,Vidarbha,Wardha,Hinganghat,Allipur
L0167,F0111,Tur,ICPL-87,4.36,8234.69,"Well-graded Tur, stored in dry conditions, ready for immediate sale.",2024-12-28,2026-07-30,Vidarbha,Wardha,Hinganghat,Allipur
L0168,F0112,Cotton,DCH-32,17.53,9061.17,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-26,2026-07-11,Vidarbha,Chandrapur,Bhadravati,Belgaon
L0169,F0113,Soybean,MAUS 71,6.11,6137.83,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2025-10-20,2026-07-19,Vidarbha,Buldhana,Shegaon,Jalamb
L0170,F0114,Cotton,RCH-2 Bt,14.87,8820.68,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-01,2026-07-02,Khandesh,Jalgaon,Jalgaon,Amode Bk.
L0171,F0115,Cotton,RCH-2 Bt,11.82,9432.03,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-22,2026-06-23,Vidarbha,Amravati,Anjangaon-Surji,Kapustalni
L0172,F0115,Jowar,Maldandi,6.89,5786.91,"Healthy Jowar yield this season, sorted and free of visible damage.",2025-12-27,2026-05-17,Vidarbha,Amravati,Anjangaon-Surji,Kapustalni
L0173,F0115,Cotton,RCH-2 Bt,2.32,8386.46,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-28,2026-07-24,Vidarbha,Amravati,Anjangaon-Surji,Kapustalni
L0174,F0116,Maize,Karveer,2.89,2168.79,"Freshly harvested Maize, good grade, cleaned and ready for pickup.",2024-10-02,2026-06-02,Khandesh,Nashik,Chandwad,Pattharsenbe
L0175,F0116,Maize,DHM-117,5.72,1958.52,"Healthy Maize yield this season, sorted and free of visible damage.",2024-12-20,2026-06-20,Khandesh,Nashik,Chandwad,Pattharsenbe
L0176,F0116,Soybean,JS 335,16.06,4821.61,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-12-09,2026-07-01,Khandesh,Nashik,Chandwad,Pattharsenbe
L0177,F0117,Rice,Indrayani,5.86,4316.72,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-21,2026-05-03,Western Maharashtra (Desh),Kolhapur,Shahuwadi,Bambavade
L0178,F0118,Jowar,Phule Vasudha,10.1,3477.71,"Healthy Jowar yield this season, sorted and free of visible damage.",2025-12-20,2026-07-08,Western Maharashtra (Desh),Solapur,Mangalvedhe,Bhose
L0179,F0119,Cotton,Bt Cotton (Bollgard II hybrid),1.4,8353.43,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-14,2026-08-03,Vidarbha,Buldhana,Mehkar,Dongaon
L0180,F0120,Tur,Vipula,1.02,6515.92,"Well-graded Tur, stored in dry conditions, ready for immediate sale.",2024-11-24,2026-04-17,Vidarbha,Gadchiroli,Kurkheda,Wadegaon
L0181,F0121,Sunflower,LSF-8,18.51,7005.72,"Quality Sunflower lot from this season, well-dried and properly sorted.",2025-04-04,2026-05-25,Vidarbha,Buldhana,Jalgaon Jamod,Pimpalgaon Kale
L0182,F0121,Sunflower,Morden,5.27,7604.23,"Freshly harvested Sunflower, good grade, cleaned and ready for pickup.",2026-03-18,2026-05-14,Vidarbha,Buldhana,Jalgaon Jamod,Pimpalgaon Kale
L0183,F0122,Cotton,Ajeet-155 Bt,7.34,8732.59,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-06,2026-08-08,Vidarbha,Wardha,Ashti,Sahur
L0184,F0123,Soybean,JS 20-29,4.45,5778.06,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-19,2026-03-31,Vidarbha,Washim,Washim,Ansing
L0185,F0123,Soybean,MAUS 71,17.63,5423.51,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-24,2026-06-15,Vidarbha,Washim,Washim,Ansing
L0186,F0124,Soybean,MAUS 71,16.4,6436.01,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-10-01,2026-08-04,Khandesh,Nashik,Deola,Matane
L0187,F0125,Maize,DHM-117,7.08,2173.42,"Freshly harvested Maize, good grade, cleaned and ready for pickup.",2025-10-09,2026-05-12,Khandesh,Nashik,Deola,Varvandi
L0188,F0126,Maize,Karveer,9.12,2408.7,"Maize harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-12,2026-05-31,Khandesh,Jalgaon,Amalner,Amalgaon
L0189,F0127,Sunflower,LSF-8,4.46,6347.04,"Well-graded Sunflower, stored in dry conditions, ready for immediate sale.",2026-04-05,2026-05-14,Vidarbha,Buldhana,Sangrampur,Sangrampur Pr. Jamod
L0190,F0128,Wheat,Sharbati,16.24,2853.95,"Well-graded Wheat, stored in dry conditions, ready for immediate sale.",2025-03-22,2026-07-16,Western Maharashtra (Desh),Sangli,Palus,Ankalkhop
L0191,F0128,Wheat,Tapovan (NIAW-917),11.24,2692.6,"Freshly harvested Wheat, good grade, cleaned and ready for pickup.",2025-03-22,2026-05-19,Western Maharashtra (Desh),Sangli,Palus,Ankalkhop
L0192,F0128,Groundnut,Phule Unnati,11.01,7941.48,"Freshly harvested Groundnut, good grade, cleaned and ready for pickup.",2024-12-29,2026-05-07,Western Maharashtra (Desh),Sangli,Palus,Ankalkhop
L0193,F0129,Jowar,Phule Vasudha,11.61,6047.42,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-08,2026-06-14,Western Maharashtra (Desh),Pune,Shirur,Amdabad
L0194,F0129,Sugarcane,Co 740,129.58,560.03,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-12-15,2025-02-22,Western Maharashtra (Desh),Pune,Shirur,Amdabad
L0195,F0129,Jowar,CSH-16,16.87,4585.4,"Quality Jowar lot from this season, well-dried and properly sorted.",2025-11-01,2026-05-08,Western Maharashtra (Desh),Pune,Shirur,Amdabad
L0196,F0130,Rice,Indrayani,24.09,4696.74,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2025-10-04,2026-05-28,Vidarbha,Bhandara,Tumsar,Dewhadi
L0197,F0130,Groundnut,JL-24,2.03,6265.02,"Healthy Groundnut yield this season, sorted and free of visible damage.",2024-12-01,2026-07-27,Vidarbha,Bhandara,Tumsar,Dewhadi
L0198,F0131,Rice,Ambemohar,1.72,4120.92,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2024-11-01,2026-05-14,Vidarbha,Gadchiroli,Etapalli,Chandanweli
L0199,F0132,Wheat,Lokwan,11.81,3013.71,"Well-graded Wheat, stored in dry conditions, ready for immediate sale.",2025-02-24,2026-08-02,Vidarbha,Wardha,Deoli,Nachangaon
L0200,F0133,Banana,Red Banana,4.61,3756.97,"Freshly harvested Banana, good grade, cleaned and ready for pickup.",2025-05-27,2026-07-13,Khandesh,Jalgaon,Chopda,Adwad
L0201,F0133,Jowar,CSH-16,2.14,4912.84,"Quality Jowar lot from this season, well-dried and properly sorted.",2024-12-04,2026-03-31,Khandesh,Jalgaon,Chopda,Adwad
L0202,F0133,Banana,Grand Naine,4.14,2982.67,"Banana harvest, medium-to-large grade, minimal moisture, farm-fresh.",2026-05-22,2026-05-28,Khandesh,Jalgaon,Chopda,Adwad
L0203,F0134,Jowar,CSH-25,18.7,3578.58,"Well-graded Jowar, stored in dry conditions, ready for immediate sale.",2024-12-06,2026-08-02,Western Maharashtra (Desh),Sangli,Jat,Ankalagi
L0204,F0134,Jowar,CSH-16,15.12,4041.45,"Well-graded Jowar, stored in dry conditions, ready for immediate sale.",2024-10-29,2026-06-19,Western Maharashtra (Desh),Sangli,Jat,Ankalagi
L0205,F0134,Groundnut,SB-11,16.63,8439.97,"Well-graded Groundnut, stored in dry conditions, ready for immediate sale.",2024-12-28,2026-07-18,Western Maharashtra (Desh),Sangli,Jat,Ankalagi
L0206,F0135,Tur,BSMR-736,6.95,7476.35,"Freshly harvested Tur, good grade, cleaned and ready for pickup.",2025-10-22,2026-08-11,Vidarbha,Nagpur,Parseoni,Amadi
L0207,F0136,Soybean,MAUS 71,13.29,5247.88,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2024-10-14,2026-06-20,Vidarbha,Buldhana,Deulgaon Raja,Deulgaon Mahi
L0208,F0137,Cotton,DCH-32,12.46,9315.93,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-31,2026-06-19,Vidarbha,Akola,Barshitakli,Pinjar
L0209,F0138,Wheat,Lokwan,5.03,2210.98,"Healthy Wheat yield this season, sorted and free of visible damage.",2026-02-25,2026-06-04,Western Maharashtra (Desh),Sangli,Miraj,Ankali
L0210,F0138,Wheat,Sharbati,13.13,2232.37,"Healthy Wheat yield this season, sorted and free of visible damage.",2026-02-11,2026-06-10,Western Maharashtra (Desh),Sangli,Miraj,Ankali
L0211,F0139,Soybean,MAUS 71,2.77,5509.79,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2025-11-06,2026-05-25,Vidarbha,Washim,Mangrulpir,Malshelu
L0212,F0139,Groundnut,SB-11,6.97,6976.6,"Freshly harvested Groundnut, good grade, cleaned and ready for pickup.",2025-10-17,2026-07-24,Vidarbha,Washim,Mangrulpir,Malshelu
L0213,F0139,Soybean,MAUS 71,8.74,6505.34,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-12-04,2026-02-03,Vidarbha,Washim,Mangrulpir,Malshelu
L0214,F0140,Tur,BDN-711,12.16,6878.86,"Quality Tur lot from this season, well-dried and properly sorted.",2024-11-07,2026-05-16,Vidarbha,Chandrapur,Nagbhid,Alewahi
L0215,F0141,Groundnut,TAG-24,17.82,6233.23,"Quality Groundnut lot from this season, well-dried and properly sorted.",2024-10-28,2026-05-11,Western Maharashtra (Desh),Solapur,Madha,Bhosare
L0216,F0141,Groundnut,SB-11,19.87,7254.05,"Quality Groundnut lot from this season, well-dried and properly sorted.",2025-11-27,2026-07-13,Western Maharashtra (Desh),Solapur,Madha,Bhosare
L0217,F0142,Maize,Ganga Safed-2,6.53,2336.43,"Well-graded Maize, stored in dry conditions, ready for immediate sale.",2025-10-06,2026-08-19,Khandesh,Nashik,Malegaon,Jalgaon Ga
L0218,F0143,Tur,Vipula,4.97,7403.89,"Healthy Tur yield this season, sorted and free of visible damage.",2024-10-20,2026-06-30,Vidarbha,Yavatmal,Kalamb,Antargaon
L0219,F0144,Tur,Vipula,15.56,6711.95,"Freshly harvested Tur, good grade, cleaned and ready for pickup.",2024-12-03,2026-07-14,Khandesh,Jalgaon,Erandol,Anandnagar
L0220,F0144,Jowar,CSH-25,6.96,5962.6,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-09,2026-06-13,Khandesh,Jalgaon,Erandol,Anandnagar
L0221,F0144,Tur,Phule Rajeshwari,7.9,6205.23,"Well-graded Tur, stored in dry conditions, ready for immediate sale.",2024-12-30,2026-05-26,Khandesh,Jalgaon,Erandol,Anandnagar
L0222,F0145,Jowar,Phule Vasudha,19.74,6122.54,"Quality Jowar lot from this season, well-dried and properly sorted.",2025-12-23,2026-07-01,Khandesh,Jalgaon,Chalisgaon,Abhone
L0223,F0146,Rice,Indrayani,24.32,4330.04,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2025-11-06,2026-07-13,Vidarbha,Chandrapur,Warora,Ajangaon
L0224,F0147,Rice,IR-64,21.57,5059.14,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-26,2026-06-05,Vidarbha,Gadchiroli,Desaiganj,Visora
L0225,F0148,Rice,Kolam,3.0,4202.43,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2025-11-03,2026-07-26,Western Maharashtra (Desh),Kolhapur,Shahuwadi,Sarud
L0226,F0148,Vari,Local Bhagar landrace,15.08,3867.23,"Freshly harvested Vari, good grade, cleaned and ready for pickup.",2024-10-20,2026-08-16,Western Maharashtra (Desh),Kolhapur,Shahuwadi,Sarud
L0227,F0149,Soybean,MAUS 71,8.14,6111.31,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2024-10-29,2026-05-19,Western Maharashtra (Desh),Kolhapur,Hatkanangale,Shiroli
L0228,F0150,Jowar,CSH-25,13.71,3856.18,"Healthy Jowar yield this season, sorted and free of visible damage.",2025-12-22,2026-06-22,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Shevgaon,Adhodi
L0229,F0151,Soybean,MACS 1281,15.6,5258.78,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-09,2026-06-29,Vidarbha,Wardha,Ashti,Sahur
L0230,F0151,Soybean,MAUS 71,19.93,5918.48,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-15,2026-07-09,Vidarbha,Wardha,Ashti,Sahur
L0231,F0151,Soybean,MACS 1281,1.73,5158.2,"Quality Soybean lot from this season, well-dried and properly sorted.",2025-10-19,2026-07-14,Vidarbha,Wardha,Ashti,Sahur
L0232,F0151,Jowar,Phule Vasudha,11.8,6156.12,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-08,2026-07-11,Vidarbha,Wardha,Ashti,Sahur
L0233,F0151,Soybean,MACS 1281,19.59,5290.87,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2024-10-03,2025-09-11,Vidarbha,Wardha,Ashti,Sahur
L0234,F0152,Sugarcane,Co 740,49.03,352.83,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-10-18,2026-07-23,Vidarbha,Bhandara,Lakhandur,Lakhandur
L0235,F0153,Cotton,Suraj Bt,2.55,9348.53,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-23,2026-06-10,Vidarbha,Gadchiroli,Bhamragad,Brahmanpalli
L0236,F0154,Cotton,DCH-32,4.5,8364.49,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-13,2026-07-02,Khandesh,Dhule,Sakri,Pimpalner
L0237,F0155,Cotton,RCH-2 Bt,4.77,9430.33,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-30,2026-07-30,Vidarbha,Wardha,Samudrapur,Bothuda
L0238,F0156,Jowar,CSH-25,7.74,5094.45,"Healthy Jowar yield this season, sorted and free of visible damage.",2025-10-02,2026-07-29,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Parner,Parner
L0239,F0157,Cotton,Ajeet-155 Bt,4.77,9167.27,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-11,2026-07-25,Vidarbha,Amravati,Amravati,Anjangaon Bari
L0240,F0158,Cotton,Bt Cotton (Bollgard II hybrid),3.86,8850.39,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-03,2026-07-13,Vidarbha,Amravati,Chandurbazar,Shirajgaon Kasba
L0241,F0159,Cotton,Bt Cotton (Bollgard II hybrid),16.05,9108.73,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-06,2026-08-18,Khandesh,Dhule,Shirpur,Sangavi
L0242,F0160,Soybean,MACS 1281,18.92,6771.71,"Healthy Soybean yield this season, sorted and free of visible damage.",2025-12-21,2026-06-22,Khandesh,Nashik,Yeola,Andarsul
L0243,F0161,Rice,Indrayani,1.88,4767.7,"Healthy Rice yield this season, sorted and free of visible damage.",2024-11-23,2026-08-03,Western Maharashtra (Desh),Kolhapur,Radhanagari,Savarde
L0244,F0162,Jowar,CSH-16,12.42,3378.09,"Healthy Jowar yield this season, sorted and free of visible damage.",2024-10-25,2026-05-16,Vidarbha,Amravati,Daryapur,Darapur
L0245,F0163,Tur,BDN-711,8.03,6836.73,"Healthy Tur yield this season, sorted and free of visible damage.",2025-11-09,2026-07-01,Vidarbha,Bhandara,Mohadi,Kandri
L0246,F0164,Soybean,MACS 1281,8.8,5610.09,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-06,2026-03-29,Vidarbha,Wardha,Deoli,Nachangaon
L0247,F0164,Soybean,JS 335,18.6,5855.29,"Healthy Soybean yield this season, sorted and free of visible damage.",2025-10-23,2025-12-27,Vidarbha,Wardha,Deoli,Nachangaon
L0248,F0164,Soybean,JS 20-29,4.09,5802.52,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2025-12-24,2026-07-21,Vidarbha,Wardha,Deoli,Nachangaon
L0249,F0164,Cotton,DCH-32,14.34,9425.48,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-12,2026-06-18,Vidarbha,Wardha,Deoli,Nachangaon
L0250,F0165,Cotton,Ajeet-155 Bt,18.72,8424.41,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-21,2026-05-07,Khandesh,Nandurbar,Navapur,Chinchpada
L0251,F0165,Cotton,Ajeet-155 Bt,12.04,8339.16,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-23,2026-05-14,Khandesh,Nandurbar,Navapur,Chinchpada
L0252,F0166,Rice,Ambemohar,19.65,4437.7,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2024-10-26,2026-06-17,Vidarbha,Gadchiroli,Kurkheda,Kadholi
L0253,F0167,Cotton,Bt Cotton (Bollgard II hybrid),7.66,9252.5,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-22,2026-07-29,Vidarbha,Chandrapur,Bhadravati,Agara
